"","ID","level","Zvalue","Pvalue","FDR","module","score","Nfixation","plant_pathogen","arbuscular_mycorrhizal","z.degree","moduleConect","Kingdom","Phylum","Class","Order","Family","Genus","Species","degree","betweenness","eigen","hubscore","reach2","reach3"
"Fun_05129","Fun_05129","Level 1",-0.699745461659627,2.433,1,7,-26,0,26,0,"0.920402202982971","0.378698224852071","Fungi","Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Cladosporium","Unidentified",13,0.0256484711115017,0.109419681278551,0.109419681278542,0.202090592334495,0.421602787456446
"Fun_06772","Fun_06772","Level 1",6.82851559754687,0,0,1,-57,0,57,0,"0.901827189034666","0.197530864197531","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Unidentified","Unidentified",9,0.0200941975544927,0.0385539142635266,0.0385539142635261,0.13588850174216,0.411149825783972
"Fun_08618","Fun_08618","Level 1",2.96835174912612,0.007,0.0237176470588235,7,-92,0,92,0,"-0.0474434125248955","0.493827160493827","Fungi","Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Cladosporium","Cladosporium velox",9,0.00624105033866805,0.0951924525171541,0.0951924525171462,0.181184668989547,0.397212543554007
"Fun_08833","Fun_08833","Level 1",5.10605794519156,0,0,6,-245,0,248,0,"-0.683882673223411","0.571428571428571","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae","Clonostachys","Unidentified",7,0.018880371013986,0.23244566277915,0.23244566277915,0.163763066202091,0.442508710801394
"Fun_08835","Fun_08835","Level 1",1.01679315301628,1.621,1,7,0,0,0,0,"-1.01528902803276","0.625","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Unidentified","Unidentified","Unidentified",4,0.00201261359908169,0.0317592329488523,0.0317592329488501,0.104529616724739,0.310104529616725
"Fun_09019","Fun_09019","Level 1",0.28931521138893,3.886,1,4,-481,0,492,0,"0.556596612684486","0.375","Fungi","Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Cladosporium","Unidentified",4,0.00972191218995122,0.0176460763793903,0.0176460763793889,0.0801393728222996,0.331010452961672
"Fun_09020","Fun_09020","Level 1",4.79367553567482,0,0,2,-15,0,15,0,"-0.128046706007619","0.277777777777778","Fungi","Mucoromycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Unidentified","Unidentified",6,0.0155604525245337,0.100634247445383,0.100634247445383,0.121951219512195,0.386759581881533
"Fun_09326","Fun_09326","Level 1",0.345831790696095,3.673,1,6,-7,0,7,0,"1.07806504737302","0","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Unidentified","Unidentified",11,0.0085910621427472,0.56625245545625,0.56625245545625,0.160278745644599,0.43205574912892
"Fun_09427","Fun_09427","Level 1",0.191791432490636,4.276,1,6,-15,0,15,0,"-0.935589490451472","0.5","Fungi","Mucoromycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Unidentified","Unidentified",6,0.00684868248077561,0.163435011576429,0.163435011576428,0.13588850174216,0.383275261324042
"Fun_09428","Fun_09428","Level 1",1.15736949805501,1.25,1,2,-209,0,212,0,"1.40851376608381","0.165289256198347","Fungi","Mucoromycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Unidentified","Unidentified",11,0.0186748608220833,0.18145903571279,0.181459035712788,0.18815331010453,0.452961672473868
"Fun_09429","Fun_09429","Level 1",0.499870186135908,3.253,1,9,-457,0,467,0,"-0.526986039392208","0","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Unidentified","Unidentified",3,0.00302479567359256,0.0159299144977808,0.0159299144977803,0.0836236933797909,0.285714285714286
"Fun_09431","Fun_09431","Level 1",2.4784505091684,0.019,0.0577215189873418,9,-392,0,410,0,"1.9322821444381","0.48","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusicolla","Fusicolla acetilerea",10,0.0324953789650315,0.0602926437048727,0.0602926437048714,0.170731707317073,0.585365853658537
"Fun_09432","Fun_09432","Level 1",2.17196550077497,0.11,0.260955518945634,4,0,0,0,0,"-0.477082810872417","0.444444444444444","Fungi","Ascomycota","Sordariomycetes","Unidentified","Unidentified","Unidentified","Unidentified",3,0.00548672128504625,0.00741350488635565,0.0074135048863555,0.0522648083623693,0.202090592334495
"Fun_09655","Fun_09655","Level 1",4.07251860874937,0,0,9,-136,0,144,0,"-0.526986039392208","0.375","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Unidentified",4,0.00192376130586017,0.039347929227639,0.0393479292276389,0.0801393728222996,0.310104529616725
"Fun_09656","Fun_09656","Level 1",2.42334647409139,0.041,0.113103448275862,9,-4,0,4,0,"-1.14180308534978","0.5","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Unidentified",4,0.00478516883129078,0.0291307006736237,0.0291307006736215,0.10801393728223,0.355400696864112
"Fun_09658","Fun_09658","Level 1",-1.13139898133928,1.279,1,6,-89,0,89,0,"0.0712377784607719","0","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","Unidentified",7,0.00171812193636609,0.362718658821809,0.362718658821809,0.125435540069686,0.282229965156794
"Fun_09820","Fun_09820","Level 1",5.5836583860912,0,0,4,-6,0,6,0,"-1.51076223442932","0.5","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Unidentified",2,0.00128662457173543,0.00458167492390613,0.00458167492390584,0.0348432055749129,0.170731707317073
"Fun_09821","Fun_09821","Level 1",0.582749844763195,2.769,1,2,0,0,0,0,"-0.742670894844191","0","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Lophotrichus","Lophotrichus sp. 1 RJ2014",3,0.000307719647693711,0.0339258320060831,0.0339258320060826,0.0662020905923345,0.205574912891986
"Fun_09823","Fun_09823","Level 1",-0.458073786746636,3.1,1,6,-15,0,15,0,"0.322944595688833","0","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Cercophora","Unidentified",8,0.0113186793497063,0.410868117035917,0.410868117035917,0.181184668989547,0.470383275261324
"Fun_09978","Fun_09978","Level 1",7.64676748138157,0,0,9,-27,0,28,0,"-1.14180308534978","0.722222222222222","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Unidentified",6,0.0124838482177463,0.0311228222677103,0.0311228222677096,0.101045296167247,0.379790940766551
"Fun_10092","Fun_10092","Level 1",-12.1827341702968,0,0,10,0,0,0,0,"-1.61137562772079","0.5","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Unidentified",2,0.00036827501472933,0.00910499883798636,0.00910499883798594,0.0452961672473868,0.174216027874564
"Fun_10093","Fun_10093","Level 1",4.2144148937846,0,0,2,-311,0,319,0,"1.10120167166552","0","Fungi","Mucoromycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Unidentified",9,0.00910780680640723,0.123066863823955,0.123066863823954,0.146341463414634,0.379790940766551
"Fun_10094","Fun_10094","Level 1",2.16915024261866,0.01,0.0329519450800915,9,-115,0,119,0,"0.0878310065653679","0","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Unidentified",4,0.00374163037468615,0.01784192617781,0.0178419261778098,0.0627177700348432,0.264808362369338
"Fun_10201","Fun_10201","Level 1",3.12617971851907,0.007,0.0237176470588235,6,-227,0,228,0,"0.574651412916894","0.297520661157025","Fungi","Mucoromycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Unidentified","Unidentified",11,0.0245655935815577,0.394911650637671,0.394911650637672,0.236933797909408,0.522648083623693
"Fun_10202","Fun_10202","Level 1",6.462884736048,0,0,2,-270,0,278,0,"-0.435358800425905","0.571428571428571","Fungi","Mucoromycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Unidentified","Unidentified",7,0.0217049637281567,0.0630256163833064,0.0630256163833048,0.181184668989547,0.491289198606272
"Fun_10317","Fun_10317","Level 1",-6.27073951757617,0,0,7,-35,0,35,0,"0.436479395229038","0.429752066115702","Fungi","Mucoromycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Unidentified",11,0.0127474929938514,0.126530614694174,0.126530614694164,0.18815331010453,0.477351916376307
"Fun_10427","Fun_10427","Level 1",2.54356176502388,0.021,0.0628690228690229,6,-126,0,132,0,"-0.43217585599535","0.53125","Fungi","Mucoromycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Unidentified","Unidentified",8,0.00970629050868626,0.210901437252522,0.210901437252522,0.125435540069686,0.337979094076655
"Fun_10660","Fun_10660","Level 1",2.555154844554,0.045,0.121575984990619,4,-505,0,516,0,"0.556596612684486","0.56","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Unidentified","Unidentified",5,0.00509078018441193,0.0417758772786584,0.0417758772786559,0.114982578397213,0.383275261324042
"Fun_10661","Fun_10661","Level 1",-0.0262219228147973,4.828,1,6,0,0,0,0,"0.322944595688833","0","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Unidentified","Unidentified",8,0.0057770671059939,0.449736108575857,0.449736108575857,0.170731707317073,0.421602787456446
"Fun_10740","Fun_10740","Level 1",4.85065391245658,0,0,6,-16,0,16,0,"0.0712377784607719","0.345679012345679","Fungi","Mucoromycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Unidentified",9,0.0135274069759926,0.228908138402242,0.228908138402242,0.146341463414634,0.369337979094077
"Fun_10839","Fun_10839","Level 1",1.46240357854566,0.662,1,9,-138,0,143,0,"0.0878310065653679","0.489795918367347","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Juxtiphoma","Juxtiphoma eupyrena",7,0.00852216187450312,0.10074028697168,0.10074028697168,0.125435540069686,0.358885017421603
"Fun_10940","Fun_10940","Level 1",4.66235370452523,0,0,2,-4,0,4,0,"0.179265388410667","0.244897959183674","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Plectosphaerella","Unidentified",7,0.00712803599765813,0.0942046851763613,0.0942046851763595,0.118466898954704,0.341463414634146
"Fun_10941","Fun_10941","Level 1",3.80446111970858,0,0,2,0,0,0,0,"-0.128046706007619","0.277777777777778","Fungi","Ascomycota","Sordariomycetes","Unidentified","Unidentified","Unidentified","Unidentified",6,0.00516101064777642,0.0843277372644735,0.0843277372644722,0.149825783972125,0.407665505226481
"Fun_11157","Fun_11157","Level 1",5.43585253369664,0,0,8,-42,0,42,0,"-0.378461729470813","0.611111111111111","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Metarhizium","Unidentified",6,0.0127553631656388,0.130718446392007,0.130718446392006,0.10801393728223,0.390243902439024
"Fun_11238","Fun_11238","Level 1",0.141206555915678,4.463,1,9,-353,0,370,0,"1.31746509848052","0","Fungi","Ascomycota","Sordariomycetes","Unidentified","Unidentified","Unidentified","Unidentified",6,0.00557785034185899,0.0380435961491415,0.0380435961491412,0.101045296167247,0.337979094076655
"Fun_12044","Fun_12044","Level 1",2.69628614016129,0.021,0.0628690228690229,9,0,0,0,0,"-0.526986039392208","0","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Unidentified","Unidentified","Unidentified",3,0.00119699713718194,0.00904195396477461,0.00904195396477445,0.0522648083623693,0.181184668989547
"Fun_12151","Fun_12151","Level 1",-4.86626906084924,0,0,7,-214,0,216,0,"-0.773327624155795","0.611111111111111","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Trimorphomycetaceae","Saitozyma","Unidentified",6,0.0321494114678543,0.0888752842548405,0.0888752842548375,0.142857142857143,0.452961672473868
"Fun_12284","Fun_12284","Level 1",0.309327160386325,4.032,1,2,0,0,0,0,"-1.35729508368076","0","Fungi","Olpidiomycota","Olpidiomycetes","Olpidiales","Olpidiaceae","Olpidium","Olpidium brassicae",1,0,0.0105428213232977,0.0105428213232976,0.0209059233449477,0.121951219512195
